时间戳,开盘价,最高价,最低价,收盘价,成交量,time
1602633600000,381.05,387.41,373.13,378.69,569557.82936,2020-10-14 08:00:00
1602720000000,378.69,381.79,369.85,377.64,634038.09453,2020-10-15 08:00:00
1602806400000,377.63,379.83,361.18,365.5,654029.36404,2020-10-16 08:00:00
1602892800000,365.5,370.46,363.36,368.32,285578.24537,2020-10-17 08:00:00
1602979200000,368.31,378.64,367.1,378.11,323468.47095,2020-10-18 08:00:00
1603065600000,378.12,384.32,372.5,379.3,577252.90265,2020-10-19 08:00:00
1603152000000,379.3,380.73,365.27,368.52,617309.81677,2020-10-20 08:00:00
1603238400000,368.53,401.49,367.74,390.38,1221663.63784,2020-10-21 08:00:00
1603324800000,390.31,420.73,390.21,413.98,1095897.20667,2020-10-22 08:00:00
1603411200000,413.94,419.33,401.3,409.11,727832.3224,2020-10-23 08:00:00
1603497600000,409.19,416.66,407.0,412.14,419236.87106,2020-10-24 08:00:00
1603584000000,412.14,417.4,402.5,405.86,415586.9761,2020-10-25 08:00:00
1603670400000,405.85,411.11,382.3,392.52,895142.67266,2020-10-26 08:00:00
1603756800000,392.52,410.25,389.9,403.45,754261.74114,2020-10-27 08:00:00
1603843200000,403.41,409.2,380.52,388.23,855275.46882,2020-10-28 08:00:00
1603929600000,388.22,393.72,380.52,387.13,573096.01416,2020-10-29 08:00:00
1604016000000,387.12,391.97,373.29,382.49,771750.74746,2020-10-30 08:00:00
1604102400000,382.59,394.88,379.9,386.46,467453.8105,2020-10-31 08:00:00
1604188800000,386.44,398.29,384.61,396.67,438952.95565,2020-11-01 08:00:00
1604275200000,396.68,404.5,377.92,383.02,779968.57957,2020-11-02 08:00:00
1604361600000,383.01,390.0,370.23,387.88,752954.37114,2020-11-03 08:00:00
1604448000000,387.88,408.39,376.47,402.49,1157064.35076,2020-11-04 08:00:00
1604534400000,402.5,420.4,396.14,416.69,1475139.77342,2020-11-05 08:00:00
1604620800000,416.73,458.27,414.76,455.91,1682440.96026,2020-11-06 08:00:00
1604707200000,455.91,468.28,424.14,435.21,1653416.5961,2020-11-07 08:00:00
1604793600000,435.2,460.1,431.99,454.3,840908.46841,2020-11-08 08:00:00
1604880000000,454.29,459.1,433.09,444.32,1099213.24641,2020-11-09 08:00:00
1604966400000,444.32,455.0,438.7,450.34,866872.41108,2020-11-10 08:00:00
1605052800000,450.34,476.25,449.28,463.09,1205782.84262,2020-11-11 08:00:00
1605139200000,463.09,470.0,451.2,462.39,990776.62912,2020-11-12 08:00:00
1605225600000,462.48,478.01,457.12,476.43,976665.09752,2020-11-13 08:00:00
1605312000000,476.42,477.47,452.0,460.89,735252.7854,2020-11-14 08:00:00
1605398400000,460.9,462.89,440.19,448.08,665217.56671,2020-11-15 08:00:00
1605484800000,448.07,466.0,445.45,460.55,812060.44638,2020-11-16 08:00:00
1605571200000,460.51,484.88,459.8,482.15,1151573.37456,2020-11-17 08:00:00
1605657600000,482.11,495.31,456.6,478.41,1477696.29116,2020-11-18 08:00:00
1605744000000,478.43,480.75,464.86,471.25,817418.52685,2020-11-19 08:00:00
1605830400000,471.26,514.4,470.65,510.12,1516361.90736,2020-11-20 08:00:00
1605916800000,510.12,553.32,502.82,552.35,1548851.29067,2020-11-21 08:00:00
1606003200000,552.42,580.88,511.28,560.03,1850317.93581,2020-11-22 08:00:00
1606089600000,560.03,610.85,550.12,608.58,2076008.84846,2020-11-23 08:00:00
1606176000000,608.58,623.0,585.0,604.97,1606450.49193,2020-11-24 08:00:00
1606262400000,604.98,606.0,553.83,569.5,1219440.02727,2020-11-25 08:00:00
1606348800000,569.38,577.14,481.0,519.83,2683460.74171,2020-11-26 08:00:00
1606435200000,519.83,530.62,493.72,518.68,1088064.28114,2020-11-27 08:00:00
1606521600000,518.59,547.94,506.59,537.52,900508.61431,2020-11-28 08:00:00
1606608000000,537.5,576.9,530.32,576.3,855276.46664,2020-11-29 08:00:00
1606694400000,576.32,616.85,570.07,616.66,1501989.45408,2020-11-30 08:00:00
1606780800000,616.65,635.7,560.0,585.26,2163875.81376,2020-12-01 08:00:00
1606867200000,585.26,604.93,575.0,596.89,1069538.65619,2020-12-02 08:00:00
1606953600000,596.88,623.44,585.82,615.85,935687.91723,2020-12-03 08:00:00
1607040000000,615.84,620.0,565.82,567.24,1052452.78666,2020-12-04 08:00:00
1607126400000,567.24,597.11,560.88,596.8,701567.95564,2020-12-05 08:00:00
1607212800000,596.82,607.5,583.0,601.54,602496.96339,2020-12-06 08:00:00
1607299200000,601.59,603.15,584.22,591.28,498329.37589,2020-12-07 08:00:00
1607385600000,591.27,595.0,549.22,554.94,804443.00717,2020-12-08 08:00:00
1607472000000,554.92,578.08,530.43,573.09,997192.16738,2020-12-09 08:00:00
1607558400000,573.2,575.7,548.11,558.99,608414.51466,2020-12-10 08:00:00
1607644800000,558.99,560.8,535.5,544.43,768921.78317,2020-12-11 08:00:00
1607731200000,544.46,574.0,543.1,568.04,573913.95311,2020-12-12 08:00:00
1607817600000,568.09,595.0,563.22,590.7,657794.46158,2020-12-13 08:00:00
1607904000000,590.81,591.48,575.6,586.29,493012.02706,2020-12-14 08:00:00
1607990400000,586.29,597.2,578.58,588.64,569270.52011,2020-12-15 08:00:00
1608076800000,588.78,640.0,580.71,637.18,1185588.05078,2020-12-16 08:00:00
1608163200000,637.18,676.25,625.76,642.7,2006130.01975,2020-12-17 08:00:00
1608249600000,642.71,664.61,629.4,653.85,1000012.98018,2020-12-18 08:00:00
1608336000000,653.76,669.95,645.42,658.03,858803.88459,2020-12-19 08:00:00
1608422400000,658.05,661.39,621.01,638.18,823958.22843,2020-12-20 08:00:00
1608508800000,638.1,648.0,595.9,607.58,843251.16565,2020-12-21 08:00:00
1608595200000,607.68,637.73,588.0,636.45,918851.25654,2020-12-22 08:00:00
1608681600000,636.41,638.44,551.28,585.56,1208807.36518,2020-12-23 08:00:00
1608768000000,585.48,615.02,565.43,612.31,886335.86333,2020-12-24 08:00:00
1608854400000,612.31,634.24,604.28,626.82,798009.62915,2020-12-25 08:00:00
1608940800000,626.78,652.91,615.26,637.44,958585.50647,2020-12-26 08:00:00
1609027200000,637.44,717.13,625.0,685.11,1859968.15029,2020-12-27 08:00:00
1609113600000,685.1,748.09,681.04,730.41,1627154.39266,2020-12-28 08:00:00
1609200000000,730.4,740.78,689.2,732.0,1106876.35855,2020-12-29 08:00:00
1609286400000,732.0,758.74,716.62,752.17,1008574.09906,2020-12-30 08:00:00
1609372800000,752.17,755.74,722.0,736.42,863375.57981,2020-12-31 08:00:00
1609459200000,736.42,749.0,714.29,728.91,675114.09329,2021-01-01 08:00:00
1609545600000,728.91,787.69,714.91,774.56,1352618.57668,2021-01-02 08:00:00
1609632000000,774.44,1011.07,768.71,978.28,2813603.88615,2021-01-03 08:00:00
1609718400000,978.33,1162.97,890.0,1041.43,4245010.94004,2021-01-04 08:00:00
1609804800000,1041.45,1134.6,974.45,1099.56,2706995.67525,2021-01-05 08:00:00
1609891200000,1100.16,1213.0,1057.26,1208.42,2390136.59334,2021-01-06 08:00:00
1609977600000,1208.75,1289.0,1131.0,1224.87,1972922.82059,2021-01-07 08:00:00
1610064000000,1224.86,1273.75,1065.0,1216.93,2131172.92341,2021-01-08 08:00:00
1610150400000,1216.72,1304.37,1171.36,1276.0,1448871.11514,2021-01-09 08:00:00
1610236800000,1276.0,1348.33,1170.0,1254.25,1951179.35003,2021-01-10 08:00:00
1610323200000,1254.24,1260.0,915.0,1087.01,4099450.90046,2021-01-11 08:00:00
1610409600000,1087.0,1150.02,1006.33,1050.16,2302645.34052,2021-01-12 08:00:00
1610496000000,1050.36,1137.65,987.48,1129.89,1564202.39081,2021-01-13 08:00:00
1610582400000,1129.79,1247.55,1086.7,1231.62,1555737.38556,2021-01-14 08:00:00
1610668800000,1231.89,1256.98,1069.42,1168.53,1944038.83738,2021-01-15 08:00:00
1610755200000,1168.48,1298.0,1151.77,1227.83,1575384.43797,2021-01-16 08:00:00
1610841600000,1227.83,1269.02,1165.0,1232.45,1317285.00579,2021-01-17 08:00:00
1610928000000,1232.5,1260.75,1182.58,1258.45,998050.11073,2021-01-18 08:00:00
1611014400000,1258.52,1438.3,1251.49,1365.36,2278852.55758,2021-01-19 08:00:00
1611100800000,1365.36,1407.93,1235.42,1376.99,2219137.62144,2021-01-20 08:00:00
1611187200000,1376.72,1390.0,1086.0,1110.96,2310208.57298,2021-01-21 08:00:00
1611273600000,1111.98,1273.79,1042.31,1232.62,2020593.21673,2021-01-22 08:00:00
1611360000000,1232.61,1272.44,1195.9,1233.6,1009545.08258,2021-01-23 08:00:00
1611446400000,1233.46,1398.83,1220.0,1392.51,1510879.53817,2021-01-24 08:00:00
1611532800000,1392.19,1475.0,1293.69,1317.88,1885441.31289,2021-01-25 08:00:00
1611619200000,1317.6,1378.49,1244.56,1365.97,1682923.65799,2021-01-26 08:00:00
1611705600000,1366.54,1373.9,1207.0,1239.03,2009772.08358,2021-01-27 08:00:00
1611792000000,1238.93,1360.0,1217.23,1329.69,1365269.71962,2021-01-28 08:00:00
1611878400000,1329.44,1436.9,1285.35,1379.5,2253963.18682,2021-01-29 08:00:00
1611964800000,1379.56,1406.0,1326.41,1378.05,1040042.2363,2021-01-30 08:00:00
1612051200000,1378.04,1380.74,1281.12,1312.55,958704.85571,2021-01-31 08:00:00
1612137600000,1312.45,1377.99,1269.99,1374.17,1096397.91862,2021-02-01 08:00:00
1612224000000,1374.09,1547.9,1360.28,1511.87,1944227.99878,2021-02-02 08:00:00
1612310400000,1511.93,1669.35,1508.39,1664.49,1535869.88801,2021-02-03 08:00:00
1612396800000,1664.67,1695.2,1554.44,1595.67,1646502.32962,2021-02-04 08:00:00
1612483200000,1595.53,1760.49,1591.0,1719.19,1194123.29946,2021-02-05 08:00:00
1612569600000,1718.95,1743.67,1642.94,1676.35,1149808.33101,2021-02-06 08:00:00
1612656000000,1676.35,1693.0,1490.46,1611.62,1281734.86814,2021-02-07 08:00:00
1612742400000,1611.46,1775.57,1563.89,1750.15,1339777.09536,2021-02-08 08:00:00
1612828800000,1749.68,1821.88,1708.49,1769.13,1185071.89593,2021-02-09 08:00:00
1612915200000,1769.14,1837.86,1680.0,1740.78,1219932.25474,2021-02-10 08:00:00
1613001600000,1740.76,1819.0,1703.44,1785.62,735079.82699,2021-02-11 08:00:00
1613088000000,1785.83,1864.88,1739.88,1840.26,909600.20653,2021-02-12 08:00:00
1613174400000,1840.24,1871.72,1765.0,1814.96,767589.07285,2021-02-13 08:00:00
1613260800000,1815.25,1850.0,1784.11,1800.42,675261.77873,2021-02-14 08:00:00
1613347200000,1800.03,1835.72,1655.67,1779.25,1053474.57879,2021-02-15 08:00:00
1613433600000,1779.33,1827.28,1724.0,1781.99,817493.47513,2021-02-16 08:00:00
1613520000000,1781.99,1855.0,1733.01,1849.88,795711.63311,2021-02-17 08:00:00
1613606400000,1849.7,1950.5,1849.69,1939.61,937227.10191,2021-02-18 08:00:00
1613692800000,1938.91,1972.82,1891.0,1955.0,793404.4115,2021-02-19 08:00:00
1613779200000,1955.46,2042.34,1803.14,1913.0,1261315.81279,2021-02-20 08:00:00
1613865600000,1912.9,1976.31,1883.01,1933.53,756568.19743,2021-02-21 08:00:00
1613952000000,1933.54,1936.29,1551.0,1777.58,1807244.98099,2021-02-22 08:00:00
1614038400000,1777.42,1782.39,1355.0,1577.89,2547837.82068,2021-02-23 08:00:00
1614124800000,1577.79,1712.7,1500.2,1623.39,1384388.81727,2021-02-24 08:00:00
1614211200000,1623.16,1671.59,1459.16,1481.75,1032670.79409,2021-02-25 08:00:00
1614297600000,1482.08,1562.25,1400.0,1444.59,1355973.29378,2021-02-26 08:00:00
1614384000000,1444.56,1529.0,1425.0,1458.13,927423.0475,2021-02-27 08:00:00
1614470400000,1458.27,1468.75,1293.18,1419.18,1410207.56284,2021-02-28 08:00:00
1614556800000,1418.67,1572.0,1409.91,1569.86,1094695.17839,2021-03-01 08:00:00
1614643200000,1570.0,1602.9,1455.52,1486.78,1061142.38743,2021-03-02 08:00:00
1614729600000,1486.79,1656.94,1475.47,1567.69,1054846.31471,2021-03-03 08:00:00
1614816000000,1567.68,1624.87,1506.36,1539.23,946365.67088,2021-03-04 08:00:00
1614902400000,1539.22,1548.96,1441.66,1528.31,910786.28976,2021-03-05 08:00:00
1614988800000,1528.08,1671.58,1513.03,1650.35,1013300.93928,2021-03-06 08:00:00
1615075200000,1650.68,1734.16,1630.35,1726.16,848470.78136,2021-03-07 08:00:00
1615161600000,1726.46,1843.59,1664.96,1833.18,1149711.39987,2021-03-08 08:00:00
1615248000000,1833.22,1870.77,1798.2,1870.51,857229.47855,2021-03-09 08:00:00
1615334400000,1870.5,1877.69,1757.0,1795.12,937230.62831,2021-03-10 08:00:00
1615420800000,1795.28,1846.7,1725.0,1825.78,909011.4961,2021-03-11 08:00:00
1615507200000,1825.78,1841.88,1719.72,1766.1,869564.6361,2021-03-12 08:00:00
1615593600000,1766.13,1944.3,1727.75,1922.35,926283.22642,2021-03-13 08:00:00
1615680000000,1922.35,1933.1,1836.0,1848.1,637963.63627,2021-03-14 08:00:00
1615766400000,1848.1,1891.76,1730.0,1793.48,1025326.79658,2021-03-15 08:00:00
1615852800000,1793.99,1819.5,1711.68,1805.12,764993.40147,2021-03-16 08:00:00
1615939200000,1805.01,1838.88,1741.18,1823.58,658349.44843,2021-03-17 08:00:00
1616025600000,1823.58,1850.0,1759.04,1776.08,603721.61056,2021-03-18 08:00:00
1616112000000,1775.92,1840.61,1733.47,1809.1,500258.42875,2021-03-19 08:00:00
1616198400000,1809.01,1868.83,1800.86,1806.1,451556.10639,2021-03-20 08:00:00
1616284800000,1806.57,1817.16,1747.0,1782.98,465953.98749,2021-03-21 08:00:00
1616371200000,1783.23,1807.51,1655.15,1680.97,582727.49081,2021-03-22 08:00:00
1616457600000,1681.17,1721.17,1650.0,1668.08,577213.99589,2021-03-23 08:00:00
1616544000000,1668.2,1740.86,1536.92,1581.84,753834.52393,2021-03-24 08:00:00
1616630400000,1581.88,1622.0,1549.4,1585.74,701697.00258,2021-03-25 08:00:00
1616716800000,1585.83,1699.93,1585.79,1698.84,515470.92907,2021-03-26 08:00:00
1616803200000,1698.84,1732.67,1666.41,1712.63,443845.49957,2021-03-27 08:00:00
1616889600000,1712.52,1725.66,1661.4,1687.01,348895.51314,2021-03-28 08:00:00
1616976000000,1687.16,1841.0,1677.85,1816.74,647724.46387,2021-03-29 08:00:00
1617062400000,1816.76,1859.13,1786.3,1840.46,568842.00526,2021-03-30 08:00:00
1617148800000,1840.41,1947.29,1768.15,1919.37,746995.8591,2021-03-31 08:00:00
1617235200000,1919.37,1984.77,1885.02,1968.05,741585.07266,2021-04-01 08:00:00
1617321600000,1968.05,2146.0,1948.48,2133.69,846197.93215,2021-04-02 08:00:00
1617408000000,2133.69,2138.12,1996.3,2008.52,770176.32192,2021-04-03 08:00:00
1617494400000,2008.59,2091.83,1975.24,2075.69,514345.76554,2021-04-04 08:00:00
1617580800000,2075.7,2130.64,2002.15,2107.38,684923.61494,2021-04-05 08:00:00
1617667200000,2107.43,2151.0,2044.65,2112.21,673386.05575,2021-04-06 08:00:00
1617753600000,2112.22,2129.01,1930.01,1963.47,892984.90422,2021-04-07 08:00:00
1617840000000,1963.46,2084.61,1947.35,2080.46,501355.998,2021-04-08 08:00:00
1617926400000,2080.39,2100.0,2047.57,2066.87,426387.4379,2021-04-09 08:00:00
1618012800000,2067.19,2200.0,2058.0,2133.49,655458.20894,2021-04-10 08:00:00
1618099200000,2133.49,2165.02,2113.4,2151.36,392265.50773,2021-04-11 08:00:00
1618185600000,2151.42,2203.46,2102.0,2137.69,579093.35694,2021-04-12 08:00:00
1618272000000,2137.86,2318.0,2135.53,2299.19,782608.6209,2021-04-13 08:00:00
1618358400000,2299.19,2447.29,2281.33,2432.6,972931.60866,2021-04-14 08:00:00
1618444800000,2432.59,2543.47,2400.0,2514.04,681950.96645,2021-04-15 08:00:00
1618531200000,2514.04,2548.29,2300.0,2422.67,999163.75205,2021-04-16 08:00:00
1618617600000,2422.38,2495.0,2310.0,2317.6,624232.25568,2021-04-17 08:00:00
1618704000000,2317.65,2340.0,1946.8,2235.64,1475383.69204,2021-04-18 08:00:00
1618790400000,2235.65,2300.0,2080.0,2161.12,820592.26555,2021-04-19 08:00:00
1618876800000,2161.12,2346.62,2055.0,2330.03,992240.809,2021-04-20 08:00:00
1618963200000,2330.26,2469.54,2235.16,2357.06,1177885.8617,2021-04-21 08:00:00
1619049600000,2357.06,2644.47,2303.44,2397.94,2220753.09746,2021-04-22 08:00:00
1619136000000,2397.94,2442.89,2107.0,2367.39,2532242.44185,2021-04-23 08:00:00
1619222400000,2367.39,2368.74,2154.8,2213.35,997688.94623,2021-04-24 08:00:00
1619308800000,2214.08,2356.64,2168.0,2320.49,857517.38218,2021-04-25 08:00:00
1619395200000,2320.44,2542.8,2303.64,2532.6,1076469.01367,2021-04-26 08:00:00
1619481600000,2532.06,2680.0,2480.29,2666.13,771728.46451,2021-04-27 08:00:00
1619568000000,2666.13,2760.0,2559.44,2748.24,999383.1852,2021-04-28 08:00:00
1619654400000,2748.23,2798.0,2668.0,2757.04,863890.01069,2021-04-29 08:00:00
1619740800000,2757.04,2798.3,2723.09,2772.42,695339.20482,2021-04-30 08:00:00
1619827200000,2772.42,2954.28,2743.41,2944.77,690260.07741,2021-05-01 08:00:00
1619913600000,2944.83,2985.0,2852.26,2949.56,571982.5445,2021-05-02 08:00:00
1620000000000,2949.33,3454.0,2949.32,3431.04,1329088.0628,2021-05-03 08:00:00
1620086400000,3431.04,3527.0,3160.0,3239.01,1826039.38558,2021-05-04 08:00:00
1620172800000,3239.01,3549.34,3200.23,3524.26,1174816.73588,2021-05-05 08:00:00
1620259200000,3524.33,3605.4,3376.47,3489.73,920592.57706,2021-05-06 08:00:00
1620345600000,3489.74,3587.0,3353.23,3479.53,760544.64781,2021-05-07 08:00:00
1620432000000,3479.79,3958.33,3449.27,3910.26,1130467.54852,2021-05-08 08:00:00
1620518400000,3910.26,3983.65,3726.08,3923.95,1000401.0082,2021-05-09 08:00:00
1620604800000,3923.95,4208.0,3650.0,3945.88,1505897.92612,2021-05-10 08:00:00
1620691200000,3946.63,4180.22,3771.64,4173.45,1095927.10403,2021-05-11 08:00:00
1620777600000,4173.46,4372.72,3701.58,3823.21,1601842.74017,2021-05-12 08:00:00
1620864000000,3810.15,4034.77,3500.0,3717.91,2068708.17427,2021-05-13 08:00:00
1620950400000,3717.92,4173.28,3691.35,4075.01,1153390.42631,2021-05-14 08:00:00
1621036800000,4075.02,4134.05,3632.0,3646.68,1039174.88082,2021-05-15 08:00:00
1621123200000,3646.24,3879.0,3343.06,3582.1,1324065.65875,2021-05-16 08:00:00
1621209600000,3581.81,3587.06,3102.0,3282.51,1904012.43998,2021-05-17 08:00:00
1621296000000,3282.25,3565.71,3240.0,3375.07,1287110.84143,2021-05-18 08:00:00
1621382400000,3375.08,3441.73,1888.0,2438.92,4309836.31939,2021-05-19 08:00:00
1621468800000,2438.92,2990.05,2155.0,2768.62,2942777.9301,2021-05-20 08:00:00
1621555200000,2767.87,2938.54,2101.0,2430.98,2727031.93514,2021-05-21 08:00:00
1621641600000,2430.98,2485.0,2145.0,2294.87,1684318.01157,2021-05-22 08:00:00
1621728000000,2295.45,2381.57,1728.74,2096.39,2914548.73125,2021-05-23 08:00:00
1621814400000,2096.63,2675.0,2079.94,2648.43,2186632.92245,2021-05-24 08:00:00
1621900800000,2647.92,2750.0,2378.54,2705.11,2115349.50445,2021-05-25 08:00:00
1621987200000,2705.1,2910.0,2643.0,2884.94,1583799.59251,2021-05-26 08:00:00
1622073600000,2884.82,2889.74,2633.68,2742.23,1099029.91206,2021-05-27 08:00:00
1622160000000,2742.23,2762.45,2327.38,2412.1,1554584.61362,2021-05-28 08:00:00
1622246400000,2412.34,2574.27,2204.1,2278.74,1379427.18851,2021-05-29 08:00:00
1622332800000,2278.74,2476.42,2180.53,2385.98,1151113.19883,2021-05-30 08:00:00
1622419200000,2385.82,2720.0,2271.44,2706.15,1307958.04068,2021-05-31 08:00:00
1622505600000,2706.15,2740.0,2523.74,2634.57,1179577.10806,2021-06-01 08:00:00
1622592000000,2634.31,2802.99,2550.0,2706.22,970070.53563,2021-06-02 08:00:00
1622678400000,2706.21,2891.95,2662.4,2857.25,1024290.89423,2021-06-03 08:00:00
1622764800000,2857.25,2860.0,2552.0,2689.51,1188314.11191,2021-06-04 08:00:00
1622851200000,2689.54,2816.87,2552.23,2627.73,961824.12413,2021-06-05 08:00:00
1622937600000,2627.63,2745.0,2614.0,2711.92,673792.69369,2021-06-06 08:00:00
1623024000000,2711.92,2847.55,2570.0,2592.05,1152128.07856,2021-06-07 08:00:00
1623110400000,2592.05,2620.99,2304.91,2507.23,1693747.42759,2021-06-08 08:00:00
1623196800000,2507.43,2626.63,2405.28,2610.18,1276718.24011,2021-06-09 08:00:00
1623283200000,2610.2,2624.46,2425.11,2471.09,741237.49926,2021-06-10 08:00:00
1623369600000,2471.01,2497.99,2321.37,2354.01,587364.27358,2021-06-11 08:00:00
1623456000000,2354.09,2454.53,2256.22,2370.74,767439.4984,2021-06-12 08:00:00
1623542400000,2370.64,2548.41,2308.41,2509.33,715948.75986,2021-06-13 08:00:00
1623628800000,2509.33,2609.17,2461.0,2580.77,684183.55622,2021-06-14 08:00:00
1623715200000,2580.58,2640.0,2507.7,2543.54,599826.64933,2021-06-15 08:00:00
1623801600000,2543.55,2556.19,2351.18,2367.89,624741.78358,2021-06-16 08:00:00
1623888000000,2368.02,2460.5,2306.0,2373.28,560667.58566,2021-06-17 08:00:00
1623974400000,2373.28,2378.0,2139.0,2234.09,778905.20197,2021-06-18 08:00:00
1624060800000,2234.09,2278.82,2161.67,2164.67,496872.24997,2021-06-19 08:00:00
1624147200000,2165.34,2280.01,2040.68,2243.47,743883.64741,2021-06-20 08:00:00
1624233600000,2243.49,2260.16,1865.54,1885.49,1629819.66576,2021-06-21 08:00:00
1624320000000,1885.27,1998.0,1700.48,1879.28,1695338.08052,2021-06-22 08:00:00
1624406400000,1879.29,2045.0,1821.95,1968.14,918612.30494,2021-06-23 08:00:00
1624492800000,1967.95,2036.61,1884.79,1989.52,701231.67478,2021-06-24 08:00:00
1624579200000,1989.53,2019.99,1791.22,1808.82,858808.54767,2021-06-25 08:00:00
1624665600000,1808.97,1852.8,1717.32,1829.64,832315.14904,2021-06-26 08:00:00
1624752000000,1829.84,1984.5,1804.26,1982.28,696055.79307,2021-06-27 08:00:00
1624838400000,1982.27,2145.0,1960.52,2084.41,1044244.68308,2021-06-28 08:00:00
1624924800000,2084.42,2245.0,2073.57,2165.33,831257.23277,2021-06-29 08:00:00
1625011200000,2165.46,2287.78,2087.99,2275.68,910583.6032,2021-06-30 08:00:00
1625097600000,2275.68,2275.93,2073.12,2106.41,787865.25137,2021-07-01 08:00:00
1625184000000,2106.41,2160.0,2018.5,2154.13,672282.37476,2021-07-02 08:00:00
1625270400000,2153.95,2240.0,2112.01,2226.99,569264.801,2021-07-03 08:00:00
1625356800000,2226.99,2389.93,2189.58,2322.69,590656.25069,2021-07-04 08:00:00
1625443200000,2322.69,2324.64,2157.32,2196.53,781806.31605,2021-07-05 08:00:00
1625529600000,2196.85,2350.0,2193.0,2322.5,785330.17152,2021-07-06 08:00:00
1625616000000,2322.51,2409.0,2291.9,2316.57,666501.35572,2021-07-07 08:00:00
1625702400000,2316.25,2325.6,2084.79,2116.33,880265.04124,2021-07-08 08:00:00
1625788800000,2116.32,2189.4,2046.51,2146.99,738611.36304,2021-07-09 08:00:00
1625875200000,2146.99,2194.82,2074.16,2110.69,499071.85904,2021-07-10 08:00:00
1625961600000,2110.68,2174.0,2081.02,2140.45,342294.40302,2021-07-11 08:00:00
1626048000000,2140.54,2167.83,2006.68,2031.58,540630.10742,2021-07-12 08:00:00
1626134400000,2031.57,2047.35,1918.0,1940.15,647388.24969,2021-07-13 08:00:00
1626220800000,1940.44,2019.18,1865.0,1994.58,690505.60937,2021-07-14 08:00:00
1626307200000,1994.41,2042.88,1881.0,1919.51,645271.32563,2021-07-15 08:00:00
1626393600000,1919.54,1965.0,1850.0,1876.26,577068.89724,2021-07-16 08:00:00
1626480000000,1876.47,1919.19,1844.45,1899.59,430300.51578,2021-07-17 08:00:00
1626566400000,1899.5,1993.79,1877.1,1891.64,534837.63654,2021-07-18 08:00:00
1626652800000,1891.65,1919.0,1805.0,1818.73,547419.93771,2021-07-19 08:00:00
1626739200000,1818.73,1841.34,1706.0,1786.03,786257.272,2021-07-20 08:00:00
1626825600000,1786.03,2035.23,1747.55,1995.5,1115949.82033,2021-07-21 08:00:00
1626912000000,1995.5,2046.0,1947.62,2024.56,768854.3659,2021-07-22 08:00:00
1626998400000,2024.27,2130.9,1993.22,2124.25,708160.91322,2021-07-23 08:00:00
1627084800000,2124.26,2199.5,2105.58,2184.75,633075.18592,2021-07-24 08:00:00
1627171200000,2184.9,2197.41,2105.93,2189.79,535630.27,2021-07-25 08:00:00
1627257600000,2189.82,2433.65,2171.57,2228.08,1393738.163,2021-07-26 08:00:00
1627344000000,2227.81,2319.26,2150.5,2299.49,906359.23478,2021-07-27 08:00:00
1627430400000,2299.47,2345.0,2243.15,2300.9,718202.57727,2021-07-28 08:00:00
1627516800000,2300.9,2400.0,2266.12,2382.92,499364.83496,2021-07-29 08:00:00
1627603200000,2382.93,2471.7,2315.92,2461.81,762577.28797,2021-07-30 08:00:00
1627689600000,2461.77,2553.86,2420.68,2531.05,507601.05026,2021-07-31 08:00:00
1627776000000,2531.1,2697.61,2511.24,2555.69,853495.94078,2021-08-01 08:00:00
1627862400000,2555.5,2666.0,2507.0,2606.93,726701.84952,2021-08-02 08:00:00
1627948800000,2606.92,2632.44,2442.32,2509.04,792960.84375,2021-08-03 08:00:00
1628035200000,2508.51,2772.71,2457.68,2724.78,954590.7536,2021-08-04 08:00:00
1628121600000,2724.55,2843.98,2529.91,2826.99,1307720.20654,2021-08-05 08:00:00
1628208000000,2827.01,2946.75,2720.06,2891.58,825399.48637,2021-08-06 08:00:00
1628294400000,2891.54,3171.0,2865.5,3160.31,1205277.10095,2021-08-07 08:00:00
1628380800000,3160.48,3189.99,2949.03,3011.85,966349.70579,2021-08-08 08:00:00
1628467200000,3011.84,3186.0,2893.23,3160.52,1129584.61614,2021-08-09 08:00:00
1628553600000,3160.51,3233.0,3051.22,3141.66,880675.74443,2021-08-10 08:00:00
1628640000000,3141.14,3274.0,3120.27,3160.5,732546.60433,2021-08-11 08:00:00
1628726400000,3160.4,3239.0,2979.29,3045.96,737628.45808,2021-08-12 08:00:00
1628812800000,3046.11,3327.83,3033.8,3322.32,579333.40323,2021-08-13 08:00:00
1628899200000,3322.33,3330.98,3200.0,3263.16,486102.53787,2021-08-14 08:00:00
1628985600000,3263.16,3320.0,3111.13,3307.09,565579.67765,2021-08-15 08:00:00
1629072000000,3307.35,3335.0,3135.22,3146.53,635667.05422,2021-08-16 08:00:00
1629158400000,3147.18,3290.0,2991.89,3011.72,804996.06971,2021-08-17 08:00:00
1629244800000,3011.73,3125.81,2950.0,3014.55,625103.25568,2021-08-18 08:00:00
1629331200000,3014.18,3188.0,2958.33,3184.12,634769.92174,2021-08-19 08:00:00
1629417600000,3184.11,3300.0,3177.16,3284.82,558127.4554,2021-08-20 08:00:00
1629504000000,3284.81,3309.16,3207.0,3223.43,421156.09084,2021-08-21 08:00:00
1629590400000,3223.36,3272.0,3126.42,3238.0,406479.07654,2021-08-22 08:00:00
1629676800000,3238.0,3377.89,3230.02,3321.28,602103.44614,2021-08-23 08:00:00
1629763200000,3321.28,3357.85,3147.31,3170.62,540480.07853,2021-08-24 08:00:00
